,cluster,asignatura,id,titulacion
650,123,CUIDADOS DE LA PERSONA ENFERMA,91626,MEDICINA
651,92,PSICOLOGÍA CLÍNICA,91866,MEDICINA
652,260,INTEGRADO DE CLÍNICA I: FISIOPATOLOGÍA,92090,MEDICINA
653,222,MORFOFUNCIONAL IV NEUROFISIOLOGÍA PRÁCTICA,92446,MEDICINA
654,221,MORFOFUNCIONAL IV NEUROFISIOLOGÍA TEORÍA,92595,MEDICINA
655,258,INTEGRADO DE CLÍNICA II FISIOPATOLOGÍA,92890,MEDICINA
656,258,INTEGRADO DE CLÍNICA II: SEMIOLOGÍA PRÁCTICA,93355,MEDICINA
657,142,"TALLERES: RCP, SIGNOS VITALES, VENDAJES, INYECCIONES",93702,MEDICINA
658,258,INTEGRADO DE CLÍNICA II: SEMIOLOGÍA TEORÍA,93986,MEDICINA
659,257,INTEGRADO DE CLÍNICA IV ENDOCRINOLOGÍA ,94336,MEDICINA
660,235,MORFOFUNCIONAL II FISIOLOGÍA PRÁCTICA,94687,MEDICINA
661,189,PRODUCCION AUDIOVISUAL,94696,COMUNICACIÓN SOCIAL
662,189,"EVALUACIÓN, CERTIFICACIÓN Y ACREDITACIÓN DE LA ESAD Y EN LÍNEA",95217,PSICOLOGÍA
663,206,DIBUJO ARTÍSTICO,95226,ARTES PLÁSTICAS Y DISEÑO
664,44,PATOLOGÍA GENERAL,95513,MEDICINA
665,62,MEDICINA COMUNITARIA GP 2.2,95824,MEDICINA
666,230,MORFOFUNCIONAL I ANATOMÍA PRÁCTICA,96128,MEDICINA
667,226,MORFOFUNCIONAL I HISTOLOGÍA TEORÍA,96463,MEDICINA
668,261,INTEGRADO DE CLÍNICA I: SEMIOLOGÍA TEÓRICA,96739,MEDICINA
669,147,"ESPECIALIDADES DERMATOLOGÍA ORL, OFTALMOLOGÍA: DERMATOLOGÍA",96810,MEDICINA
670,236,MORFOFUNCIONAL II ANATOMÍA PRÁCTICA,97084,MEDICINA
671,153,"PEDIATRIA, CIRUGIA INFANTIL Y ORTOPEDIA: CIRUGÍA INFANTIL Y ORTOPEDIA",97093,MEDICINA
672,61,EXTERNADO GP 3.2,97102,MEDICINA
673,82,INTRODUCCIÓN A LA AUDITORÍA,97517,INGENIERÍA EN CONTABILIDAD Y AUDITORIA
674,150,SOPORTE VITAL BÁSICO,98124,MEDICINA
675,253,FRANCÉS I,98133,INGLÉS
676,184,CONFLICTOS SOCIOAMBIENTALES,98822,DERECHO
677,100,FUNDAMENTOS FILOSÓFICOS DE LA MEDICINA,99174,MEDICINA
678,44,BIOLOGÍA GENERAL,99452,MEDICINA
679,231,MORFOFUNCIONAL III ANATOMÍA TEORÍA,99757,MEDICINA
680,89,DISEÑO PARAMÉTRICO Y FABRICACIÓN DIGITAL,100040,ARQUITECTURA
681,189,CIUDADES RESILIENTES Y SUSTENTABLES,100484,ARQUITECTURA
682,57,FAMILIA Y VIDA GP1.1,100760,MEDICINA
683,99,MEDICINA FAMILIAR,101021,MEDICINA
684,254,BIOQUÍMICA,101409,MEDICINA
685,232,MORFOFUNCIONAL III FISIOLOGÍA TEORÍA,101645,MEDICINA
686,234,MORFOFUNCIONAL III ANATOMÍA PRÁCTICA,101874,MEDICINA
687,227,MORFOFUNCIONAL I ANATOMÍA TEORÍA,101883,MEDICINA
688,257,INTEGRADO DE CLÍNICA IV DIGESTIVO,102216,MEDICINA
689,76,RELACIONES PÚBLICAS Y PROTOCOLO,102225,HOTELERÍA Y TURISMO
690,58,FAMILIA Y VIDA GP 1.2,102670,MEDICINA
691,267,BIOLOGÍA CELULAR Y MOLECULAR,103046,MEDICINA
692,238,MORFOFUNCIONAL II FISIOLOGÍA TEORÍA,103284,MEDICINA
693,270,FINANZAS,103326,ADMINISTRACIÓN EN BANCA Y FINANZAS
694,82,INTRODUCCIÓN A LOS ESTUDIOS MÉDICOS,103756,MEDICINA
695,99,HISTORIA DE LA MEDICINA,103993,MEDICINA
696,228,MORFOFUNCIONAL I EMBRIOLOGÍA,104434,MEDICINA
697,259,INTEGRADO DE CLÍNICA I: SEMIOLOGÍA PRÁCTICA,104750,MEDICINA
698,237,MORFOFUNCIONAL II ANATOMÍA TEORÍA,104821,MEDICINA
699,239,MORFOFUNCIONAL II HISTOLOGÍA TEORÍA,104830,MEDICINA
700,147,"ESPECIALIDADES DERMATOLOGÍA ORL, OFTALMOLOGÍA: OTORRINOLARINGOLOGÍA",105083,MEDICINA
701,257,INTEGRADO DE CLÍNICA IV HEMATOLOGÍA,105378,MEDICINA
702,257,INTEGRADO DE CLÍNICA IV EPIDEMIOLOGÍA,105664,MEDICINA
703,240,MORFOFUNCIONAL II HISTOLOGÍA PRÁCTICA,105673,MEDICINA
704,42,FÍSICA PARA LAS CIENCIAS BIOMÉDICAS,105928,MEDICINA
705,229,MORFOFUNCIONAL I HISTOLOGÍA PRÁCTICA,106538,MEDICINA
706,242,ADMINISTRACIÓN I,106547,ADMINISTRACIÓN DE EMPRESAS
707,81,ECONOMÍA DEL ECUADOR,107033,ECONOMÍA
708,62,MEDICINA COMUNITARIA GP 2.1,107446,MEDICINA
709,99,MEDICINA LEGAL,107743,MEDICINA
710,73,SALUD PÚBLICA,108102,MEDICINA
711,153,"PEDIATRIA, CIRUGIA INFANTIL Y ORTOPEDIA: NEONATOLOGÍA",108390,MEDICINA
712,233,MORFOFUNCIONAL III FISIOLOGÍA PRÁCTICA,108829,MEDICINA
713,269,FARMACOLOGÍA,108838,MEDICINA
714,189,PSIQUIATRÍA,109101,MEDICINA
715,40,MATEMÁTICAS PARA LAS CIENCIAS BIOMÉDICAS,109394,MEDICINA
716,54,EXTERNADO EXTRAMURAL GP 3.4,109830,MEDICINA
717,134,BIOESTADÍSTICA,110391,GESTIÓN AMBIENTAL
718,147,"ESPECIALIDADES DERMATOLOGÍA ORL, OFTALMOLOGÍA: OFTALMOLOGÍA",110741,MEDICINA
719,153,"PEDIATRIA, CIRUGIA INFANTIL Y ORTOPEDIA: PEDIATRÍA",110853,MEDICINA
720,67,DERECHO LABORAL,111200,DERECHO
721,71,DERECHO PROCESAL CIVIL I,111728,DERECHO
722,269,"LEYES ESPECIALES II, TRANSITO, EJECUCIÓN DE PENAS Y  REHABILITACIÓN SOCIAL",112115,DERECHO
723,1,GESTIÓN PRODUCTIVA 3.2,112392,DERECHO
724,71,"DERECHO CIVIL I, PERSONAS Y FAMILIA",112593,DERECHO
725,67,DERECHOS HUMANOS,112878,DERECHO
726,88,INVESTIGACIÓN JURÍDICA,112887,DERECHO
727,67,DERECHO TRIBUTARIO,113133,DERECHO
728,15,GESTIÓN PRODUCTIVA GP 2,113761,DERECHO
729,189,DESCENTRALIZACIÓN Y GOBIERNOS AUTÓNOMOS,114159,DERECHO
730,140,INTRODUCCIÓN A LAS RELACIONES INTERNACIONALES EN NACIONES UNIDAS,114683,DERECHO
731,146,ANÁLISIS POLÍTICO Y PENSAMIENTO CRÍTICO,115010,DERECHO
732,68,DERECHO PROCESAL PENAL II,115306,DERECHO
733,220,TEORÍA DEL CASO,115510,DERECHO
734,67,DERECHO ADMINISTRATIVO,115907,DERECHO
735,189,LÓGICA JURÍDICA,116606,DERECHO
736,67,DERECHO ROMANO,116841,DERECHO
737,68,DERECHO PENAL II,117101,DERECHO
738,67,DERECHO DE MENORES,117537,DERECHO
739,32,TRABAJO DE FIN DE CARRERA 4.1,117870,DERECHO
740,67,DERECHO MERCANTIL,118103,DERECHO
741,67,DERECHO SOCIETARIO,118851,DERECHO
742,3,GESTIÓN PRODUCTIVA 3.1,119196,DERECHO
743,67,"DERECHO CIVIL III, SUCESIONES",119397,DERECHO
744,10,GESTIÓN PRODUCTIVA GP 1,119817,DERECHO
745,31,TRABAJO DE FIN DE CARRERA 4.2,120123,DERECHO
746,99,MEDICINA LEGAL,120327,DERECHO
747,241,ESTADÍSTICA I,120754,PSICOLOGÍA
748,189,PSICOÉTICA,121220,PSICOLOGÍA
749,269,PSICOPATOLOGÍA II,121798,PSICOLOGÍA
750,253,PSICOLOGÍA DEL DESARROLLO I,122077,PSICOLOGÍA
751,93,PSICOLOGÍA DE LA FAMILIA,122485,PSICOLOGÍA
752,253,PSICOLOGÍA DEL DESEMPEÑO I,123081,PSICOLOGÍA
753,30,TRABAJO DE FIN DE CARRERA GP 4.2,123440,PSICOLOGÍA
754,90,PSICOLOGÍA DE LA COMUNICACIÓN Y MARKETING,123769,PSICOLOGÍA
755,93,PSICOLOGÍA DE LA SALUD,124226,PSICOLOGÍA
756,11,GESTIÓN PRODUCTIVA 4.1,124644,PSICOLOGÍA
757,52,GESTIÓN DEL TALENTO HUMANO,124868,PSICOLOGÍA
758,189,ORIENTACIÓN,125332,PSICOLOGÍA
759,93,PSICOLOGÍA DIFERENCIAL,125981,PSICOLOGÍA
760,1,GESTIÓN PRODUCTIVA 3.2,126627,PSICOLOGÍA
761,188,BASES BIOLÓGICAS,126849,PSICOLOGÍA
762,189,PSICOFISIOLOGÍA,127171,PSICOLOGÍA
763,15,GESTIÓN PRODUCTIVA GP 2,127490,PSICOLOGÍA
764,269,EVALUACIÓN Y DIAGNÓSTICO II,127857,PSICOLOGÍA
765,88,INVESTIGACIÓN,128210,PSICOLOGÍA
766,189,PSICOMETRÍA,128493,PSICOLOGÍA
767,269,PSICOTERAPIA II,129078,PSICOLOGÍA
768,220,TEORÍAS Y SISTEMAS PSICOLÓGICOS,129607,PSICOLOGÍA
769,101,NUEVAS TECNOLOGÍAS PARA RRPP,130080,RELACIONES PUBLICAS
770,140,RELACIONES INTERNACIONALES Y GLOBALIZACIÓN,130441,RELACIONES PUBLICAS
771,1,GESTIÓN PRODUCTIVA 3.2,130793,RELACIONES PUBLICAS
772,79,GESTIÓN Y PLANIFICACIÓN DE RELACIONES PÚBLICAS,131089,RELACIONES PUBLICAS
773,218,TEORÍA DE LA COMUNICACIÓN,131450,RELACIONES PUBLICAS
774,88,INVESTIGACIÓN DE MERCADOS,131459,RELACIONES PUBLICAS
775,169,PUBLICIDAD,131971,RELACIONES PUBLICAS
776,218,COMUNICACIÓN ORGANIZACIONAL,132386,RELACIONES PUBLICAS
777,78,RADIO Y TELEVISIÓN EN RELACIONES PÚBLICAS,133066,RELACIONES PUBLICAS
778,245,ADMINISTRACIÓN BÁSICA,133306,RELACIONES PUBLICAS
779,189,CEREMONIAL Y PROTOCOLO,133661,RELACIONES PUBLICAS
780,184,NEGOCIACIÓN Y SOLUCIONES DE CONFLICTOS,134240,RELACIONES PUBLICAS
781,218,AUDITORÍA EN COMUNICACIÓN E IMAGEN,134249,RELACIONES PUBLICAS
782,7,GESTIÓN PRODUCTIVA 2.2,134676,RELACIONES PUBLICAS
783,218,COMUNICACIÓN DEPORTIVA,135148,COMUNICACIÓN SOCIAL
784,26,PROYECTO DE FIN  DE CARRERA 4.2,135485,RELACIONES PUBLICAS
785,90,MARKETING POLÍTICO,135778,RELACIONES PUBLICAS
786,75,RELACIONES PÚBLICAS,136050,RELACIONES PUBLICAS
787,120,SANIDAD ESPECIES MAYORES,136355,INGENIERÍA AGROPECUARIA
788,189,FITOPATOLOGÍA,136843,INGENIERÍA AGROPECUARIA
789,7,GESTIÓN PRODUCTIVA 2.2,137119,INGENIERÍA AGROPECUARIA
790,116,CULTIVOS CICLO CORTO II,137342,INGENIERÍA AGROPECUARIA
791,112,GENÉTICA APLICADA,137726,INGENIERÍA AGROPECUARIA
792,9,GESTIÓN PRODUCTIVA 1,137932,INGENIERÍA AGROPECUARIA
793,245,ADMINISTRACIÓN AGROPECUARIA,138279,INGENIERÍA AGROPECUARIA
794,52,INTRODUCCIÓN Y GESTIÓN DEL RIEGO,138486,INGENIERÍA AGROPECUARIA
795,116,CULTIVOS PROTEGIDOS E HIDROPÓNICOS,138820,INGENIERÍA AGROPECUARIA
796,211,REPRODUCCIÓN ANIMAL,139061,INGENIERÍA AGROPECUARIA
797,13,GESTIÓN PRODUCTIVA 4.2,139274,INGENIERÍA AGROPECUARIA
798,120,PRODUCCIÓN ESPECIES MAYORES,139533,INGENIERÍA AGROPECUARIA
799,1,GESTIÓN PRODUCTIVA 3.2,139835,INGENIERÍA AGROPECUARIA
800,207,ANATOMÍA Y  FISIOLOGÍA ANIMAL,140053,INGENIERÍA AGROPECUARIA
801,254,BIOQUÍMICA,140310,INGENIERÍA AGROPECUARIA
802,189,AGROECOLOGÍA,140546,INGENIERÍA AGROPECUARIA
803,198,DESARROLLO COMUNITARIO,140799,INGENIERÍA AGROPECUARIA
804,41,CÁLCULO PARA LAS CIENCIAS BIOLÓGICAS,141580,BIOQUÍMICA Y FARMACIA
805,201,ECOLOGÍA,141846,INGENIERÍA AGROPECUARIA
806,269,EDAFOLOGÍA II,142272,INGENIERÍA AGROPECUARIA
807,43,FÍSICA PARA LAS CIENCIAS BIOLÓGICAS,142516,BIOQUÍMICA Y FARMACIA
808,120,PRODUCCIÓN ESPECIES MENORES I,143145,INGENIERÍA AGROPECUARIA
809,125,PRACTICAS DE MANEJO PECUARIO,143431,INGENIERÍA AGROPECUARIA
810,270,FINANZAS II,143757,ADMINISTRACIÓN DE EMPRESAS
811,174,CONGRESOS Y EVENTOS,144173,HOTELERÍA Y TURISMO
812,120,PRODUCCIÓN,144424,ADMINISTRACIÓN DE EMPRESAS
813,189,VALORACIÓN DE EMPRESAS,144872,ADMINISTRACIÓN DE EMPRESAS
814,82,INTRODUCCIÓN A LA ECONOMÍA,145289,ADMINISTRACIÓN DE EMPRESAS
815,72,LEGISLACIÓN LABORAL Y SOCIAL,145858,ADMINISTRACIÓN DE EMPRESAS
816,185,PRINCIPIOS DE AUDITORIA,146208,ADMINISTRACIÓN DE EMPRESAS
817,199,DESARROLLO ECONÓMICO,146530,ADMINISTRACIÓN DE EMPRESAS
818,245,ADMINISTRACIÓN DE TECNOLOGÍAS,146759,ADMINISTRACIÓN DE EMPRESAS
819,1,GESTIÓN PRODUCTIVA 3.2,147188,ADMINISTRACIÓN DE EMPRESAS
820,46,CONTABILIDAD DE COSTOS,147411,ADMINISTRACIÓN DE EMPRESAS
821,85,SECTORES DEL SISTEMA FINANCIERO ECUATORIANO,147832,ADMINISTRACIÓN EN BANCA Y FINANZAS
822,80,GERENCIA DE RECURSOS NATURALES,147937,ADMINISTRACIÓN DE EMPRESAS
823,27,PROYECTO DE FIN DE CARRERA 4.2,148157,ADMINISTRACIÓN DE EMPRESAS
824,3,GESTIÓN PRODUCTIVA 3.1,148166,ADMINISTRACIÓN DE EMPRESAS
825,13,GESTIÓN PRODUCTIVA 4.2,148391,ADMINISTRACIÓN DE EMPRESAS
826,241,ESTADÍSTICA I,148599,ADMINISTRACIÓN DE EMPRESAS
827,243,ADMINISTRACIÓN II,149262,ADMINISTRACIÓN DE EMPRESAS
828,20,GESTIÓN PRODUCTIVA  2,149552,ADMINISTRACIÓN DE EMPRESAS
829,50,GESTIÓN DE LA CALIDAD,149755,ADMINISTRACIÓN DE EMPRESAS
830,132,ORGANIZACIÓN INDUSTRIAL,150289,ADMINISTRACIÓN DE EMPRESAS
831,11,GESTIÓN PRODUCTIVA 4.1,150736,ADMINISTRACIÓN DE EMPRESAS
832,37,MATEMÁTICA,150964,ADMINISTRACIÓN DE EMPRESAS
833,90,MARKETING,151342,ADMINISTRACIÓN DE EMPRESAS
834,189,MERCADO DE VALORES,151863,ADMINISTRACIÓN DE EMPRESAS
835,190,MACROECONOMÍA,152355,ADMINISTRACIÓN DE EMPRESAS
836,88,INVESTIGACIÓN DE MERCADOS,152787,ADMINISTRACIÓN DE EMPRESAS
837,36,MATEMÁTICA FINANCIERA,153308,GASTRONOMÍA
838,36,MATEMÁTICA FINANCIERA,153868,HOTELERÍA Y TURISMO
839,262,PROYECTOS,154428,GASTRONOMÍA
840,241,ESTADÍSTICA II,154856,ADMINISTRACIÓN EN BANCA Y FINANZAS
841,49,GESTION PRODUCTIVA 3.1,155536,GASTRONOMÍA
842,196,ORGANIZACION Y DIRECCION EMPRESARIAL,155814,GASTRONOMÍA
843,241,ESTADÍSTICA II,156184,GASTRONOMÍA
844,131,COCINA V,156864,GASTRONOMÍA
845,168,ECONOMIA,157312,GASTRONOMÍA
846,27,PROYECTO DE FIN DE CARRERA 4.2,157829,GASTRONOMÍA
847,241,ESTADÍSTICA I,158042,HOTELERÍA Y TURISMO
848,223,FRANCÉS IV,158705,GASTRONOMÍA
849,269,PANADERÍA Y PASTELERÍA II,159109,GASTRONOMÍA
850,49,GESTION PRODUCTIVA 2.2,159539,GASTRONOMÍA
851,1,GESTIÓN PRODUCTIVA 3.2,159548,GASTRONOMÍA
852,241,ESTADÍSTICA I,159758,GASTRONOMÍA
853,23,PROYECTO DE FIN DE CARRERA 4.1,160421,GASTRONOMÍA
854,90,MARKETING DE EMPRESAS DE SERVICIOS,160654,GASTRONOMÍA
855,2,GESTIÓN PRODUCTIVA GP 3.2,161042,COMUNICACIÓN SOCIAL
856,218,TEORÍA DE LA COMUNICACIÓN,161372,COMUNICACIÓN SOCIAL
857,72,LEGISLACIÓN,161764,COMUNICACIÓN SOCIAL
858,152,PERIODISMO DIGITAL,162170,COMUNICACIÓN SOCIAL
859,162,GÉNEROS PERIODÍSTICOS,162554,COMUNICACIÓN SOCIAL
860,189,CINE,163045,COMUNICACIÓN SOCIAL
861,88,PERIODISMO DE INVESTIGACIÓN,163393,COMUNICACIÓN SOCIAL
862,189,EDUCOMUNICACIÓN,163776,COMUNICACIÓN SOCIAL
863,218,COMUNICACIÓN ORGANIZACIONAL,164259,COMUNICACIÓN SOCIAL
864,74,OPINIÓN PÚBLICA,164842,COMUNICACIÓN SOCIAL
865,139,LINGÜÍSTICA,165247,COMUNICACIÓN SOCIAL
866,25,PROYECTO DE FIN DE CARRERA GP 4.2,165256,COMUNICACIÓN SOCIAL
867,8,GESTIÓN PRODUCTIVA GP 2.2,165494,COMUNICACIÓN SOCIAL
868,218,HISTORIA DE LA COMUNICACIÓN,165730,COMUNICACIÓN SOCIAL
869,189,TELEVISIÓN,166095,COMUNICACIÓN SOCIAL
870,23,PROYECTO DE FIN DE CARRERA GP 4.1,166436,COMUNICACIÓN SOCIAL
871,152,EXPRESIÓN GRAFICA DIGITAL,166445,ARQUITECTURA
872,214,HISTORIA DE LA ARQUITECTURA III,166785,ARQUITECTURA
873,269,CONSTRUCCIONES II,167132,ARQUITECTURA
874,253,URBANISMO I,167548,ARQUITECTURA
875,170,ESTÁTICA,167822,ARQUITECTURA
876,262,PROYECTOS II,168161,ARQUITECTURA
877,6,GESTIÓN PRODUCTIVA GP 2.1,168622,ARQUITECTURA
878,253,SISTEMAS DE INSTALACIONES I,168844,ARQUITECTURA
879,106,PROYECTO VI URBANO-ARQUITECTÓNICO,169212,ARQUITECTURA
880,114,GEOREFERENCIACION APLICADA AL URBANISMO,169510,ARQUITECTURA
881,173,METODOLOGIAS AGILES,169788,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
882,205,DIBUJO ARQUITECTÓNICO,170190,ARQUITECTURA
883,2,GESTIÓN PRODUCTIVA GP 3.2,170502,ARQUITECTURA
884,189,PRESAS,170723,INGENIERÍA CIVIL
885,205,DIBUJO Y GEOMETRÍA DESCRIPTIVA,171388,ARQUITECTURA
886,104,PATRIMONIO Y CONSERVACIÓN,171880,ARQUITECTURA
887,12,GESTIÓN PRODUCTIVA GP 4.1,172294,ARQUITECTURA
888,253,ESTRUCTURAS I,172702,ARQUITECTURA
889,220,TEORÍA DE LA ARQUITECTURA,173085,ARQUITECTURA
890,262,PROYECTOS IV,173368,ARQUITECTURA
891,4,GESTIÓN PRODUCTIVA GP 3.1,173679,ARQUITECTURA
892,89,HERRAMIENTAS DE DISEÑO DIGITAL,173902,ARTES PLÁSTICAS Y DISEÑO
893,145,ANÁLISIS DE REDES SOCIALES,174176,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
894,189,METODOLOGÍA PARTICIPATIVA EN INTERVENCIONES URBANAS,174542,ARQUITECTURA
895,8,GESTIÓN PRODUCTIVA GP 2.2,174794,ARQUITECTURA
896,10,GESTIÓN PRODUCTIVA GP 1,175008,ARQUITECTURA
897,83,SISTEMAS DE INFORMACIÓN GEOGRÁFICA,175278,INGENIERÍA CIVIL
898,196,DESARROLLO EMPRESARIAL,175743,ADMINISTRACIÓN DE EMPRESAS
899,194,SEGURIDAD INDUSTRIAL E IMPACTO AMBIENTAL DE LAS ACTIVIDADES DE LA IET,175752,ELECTRÓNICA Y TELECOMUNICACIONES
900,269,DISEÑO BÁSICO II,176167,ARQUITECTURA
901,14,GESTIÓN PRODUCTIVA GP 4.2,176518,ARQUITECTURA
902,217,HISTORIA DE LA ARQUITECTURA I,176719,ARQUITECTURA
903,189,AEROGRAFÍA,176999,ARTES PLÁSTICAS Y DISEÑO
904,264,CÁLCULO II,177228,INGENIERÍA QUÍMICA
905,102,CIENCIA Y TECNOLOGÍA DE PRODUCTOS AGRÍCOLAS,177795,INGENIERO EN ALIMENTOS
906,241,ESTADÍSTICA,178428,INGENIERO EN ALIMENTOS
907,145,ANÁLISIS INSTRUMENTAL,178753,INGENIERO EN ALIMENTOS
908,248,MICROBIOLOGÍA INDUSTRIAL Y BIOTECNOLOGÍA,179143,INGENIERO EN ALIMENTOS
909,104,TECNOLOGÍA DE LA CONSERVACIÓN,179384,INGENIERO EN ALIMENTOS
910,9,GESTIÓN PRODUCTIVA 1,180226,INGENIERO EN ALIMENTOS
911,65,ANÁLISIS QUÍMICO DE LOS ALIMENTOS,180461,INGENIERO EN ALIMENTOS
912,262,PROYECTOS AGROINDUSTRIALES,180975,INGENIERO EN ALIMENTOS
913,13,GESTIÓN PRODUCTIVA 4.2,181278,INGENIERO EN ALIMENTOS
914,186,TERMODINÁMICA,181513,INGENIERO EN ALIMENTOS
915,108,MECÁNICA DE FLUIDOS,181910,INGENIERO EN ALIMENTOS
916,7,GESTIÓN PRODUCTIVA 2.2,182308,INGENIERO EN ALIMENTOS
917,189,INDUSTRIAS AGROPECUARIAS,182579,INGENIERO EN ALIMENTOS
918,250,MICROBIOLOGÍA Y PARASITOLOGÍA DE LOS ALIMENTOS,182821,INGENIERO EN ALIMENTOS
919,127,TRANSFERENCIA DE MASA,183065,INGENIERO EN ALIMENTOS
920,66,FÍSICA,183310,INGENIERO EN ALIMENTOS
921,1,GESTIÓN PRODUCTIVA 3.2,183880,INGENIERO EN ALIMENTOS
922,254,BIOQUÍMICA DE LOS ALIMENTOS,184120,INGENIERO EN ALIMENTOS
923,26,PROYECTO DE FIN  DE CARRERA 4.2,184361,ADMINISTRACIÓN EN BANCA Y FINANZAS
924,36,MATEMÁTICA FINANCIERA,184653,ADMINISTRACIÓN EN BANCA Y FINANZAS
925,189,NEGOCIOS,185213,ADMINISTRACIÓN EN BANCA Y FINANZAS
926,243,ADMINISTRACIÓN DE CRÉDITO II,185599,ADMINISTRACIÓN EN BANCA Y FINANZAS
927,121,POLÍTICA ECONÓMICA,185835,ADMINISTRACIÓN EN BANCA Y FINANZAS
928,145,ANÁLISIS DE CASOS BANCARIOS,186259,ADMINISTRACIÓN EN BANCA Y FINANZAS
929,245,ADMINISTRACIÓN,186602,ADMINISTRACIÓN EN BANCA Y FINANZAS
930,95,INGENIERÍA FINANCIERA,187037,ADMINISTRACIÓN EN BANCA Y FINANZAS
931,189,SEGUROS,187314,ADMINISTRACIÓN EN BANCA Y FINANZAS
932,262,PROYECTOS,187753,ADMINISTRACIÓN EN BANCA Y FINANZAS
933,1,GESTIÓN PRODUCTIVA 3.2,188188,ADMINISTRACIÓN EN BANCA Y FINANZAS
934,13,GESTIÓN PRODUCTIVA 4.2,188620,ADMINISTRACIÓN EN BANCA Y FINANZAS
935,37,MATEMÁTICA,188875,ADMINISTRACIÓN EN BANCA Y FINANZAS
936,47,CONTABILIDAD BANCARIA,189253,ADMINISTRACIÓN EN BANCA Y FINANZAS
937,15,GESTIÓN PRODUCTIVA GP 2,189835,ADMINISTRACIÓN EN BANCA Y FINANZAS
938,165,MICROFINANZAS,190094,ADMINISTRACIÓN EN BANCA Y FINANZAS
939,190,MACROECONOMÍA,190402,ADMINISTRACIÓN EN BANCA Y FINANZAS
940,270,FINANZAS I,190834,ADMINISTRACIÓN EN BANCA Y FINANZAS
941,46,CONTABILIDAD DE COSTOS,191302,ADMINISTRACIÓN EN BANCA Y FINANZAS
942,270,FINANZAS III,191723,ADMINISTRACIÓN EN BANCA Y FINANZAS
943,72,OPERACIONES BANCARIAS,192111,ADMINISTRACIÓN EN BANCA Y FINANZAS
944,103,VALIDACIÓN DE PRODUCTO,192451,ADMINISTRACIÓN DE EMPRESAS
945,40,MATEMÁTICAS PARA LAS CIENCIAS BIOLÓGICAS II,192737,BIOLOGÍA
946,213,DIVERSIDAD ANIMAL I,193003,BIOLOGÍA
947,211,BIOTECNOLOGÍA ANIMAL,193012,BIOLOGÍA
948,23,PROYECTO DE FIN DE CARRERA 4.1,193457,BIOLOGÍA
949,149,PLANIFICACIÓN TERRITORIAL,193712,GESTIÓN AMBIENTAL
950,119,MARCADORES MOLECULARES,194002,BIOLOGÍA
951,65,QUÍMICA ORGÁNICA APLICADA,194268,BIOLOGÍA
952,83,SISTEMAS DE INFORMACIÓN GEOGRÁFICA,195052,BIOLOGÍA
953,27,PROYECTO DE FIN DE CARRERA 4.2,195371,BIOLOGÍA
954,148,ECOLOGÍA DE PAISAJE Y ORDENAMIENTO TERRITORIAL,195583,BIOLOGÍA
955,119,TÉCNICAS MOLECULARES,195942,BIOLOGÍA
956,44,ECOLOGÍA GENERAL,196160,BIOLOGÍA
957,200,ECOLOGÍA III,196548,BIOLOGÍA
958,189,CAMBIO CLIMÁTICO Y ADAPTACIÓN,197136,BIOLOGÍA
959,253,GENÉTICA I,197439,BIOLOGÍA
960,189,LIMNOLOGIA,197645,BIOLOGÍA
961,268,BIOLOGÍA CELULAR Y MOLECULAR II,197866,BIOLOGÍA
962,104,DISEÑO DE PROYECTOS Y PLANES DE MANEJO PARA LA CONSERVACIÓN,198218,BIOLOGÍA
963,8,GESTIÓN PRODUCTIVA GP 2.2,198465,BIOLOGÍA
964,4,GESTIÓN PRODUCTIVA GP 3.1,198666,BIOLOGÍA
965,2,GESTIÓN PRODUCTIVA GP 3.2,198989,BIOLOGÍA
966,193,EVALUACIÓN DE IMPACTOS AMBIENTALES,199217,BIOLOGÍA
967,266,BIOLOGÍA CELULAR Y MOLECULAR I,199803,BIOLOGÍA
968,172,BIOGEOGRAFÍA Y EVOLUCIÓN,200106,BIOLOGÍA
969,213,DIVERSIDAD VEGETAL I,200319,BIOLOGÍA
970,104,EDAFOLOGÍA Y CONSERVACIÓN DE SUELOS,200328,BIOLOGÍA
971,88,DISEÑO DE INVESTIGACIÓN CIENTÍFICA,200611,GESTIÓN AMBIENTAL
972,10,GESTIÓN PRODUCTIVA GP 1,200881,BIOLOGÍA
973,103,BIOTECNOLOGÍA VEGETAL,200890,BIOLOGÍA
974,189,FILOGÉNIA Y SISTEMÁTICA,201123,BIOLOGÍA
975,189,PETROLOGÍA SEDIMENTARIA,201328,GEOLOGÍA Y MINAS
976,189,MICROTECTÓNICA Y MICRODEFORMACIONES,201802,GEOLOGÍA Y MINAS
977,181,MINERALOGÍA,202141,GEOLOGÍA Y MINAS
978,64,PRÁCTICA DE PERFORACIÓN GP 2.2,202459,GEOLOGÍA Y MINAS
979,189,GEOQUÍMICA,202732,GEOLOGÍA Y MINAS
980,189,HIDROGEOLOGÍA,203038,GEOLOGÍA Y MINAS
981,189,GEOFÍSICA,203635,GEOLOGÍA Y MINAS
982,82,INTRODUCCIÓN A LA TECNOLOGÍA MINERA,204176,GEOLOGÍA Y MINAS
983,133,GEOLOGÍA ECONÓMICA,204377,GEOLOGÍA Y MINAS
